extra_id,text,name,class_simple,topics
34173,league of women voters,BARKLEY MICHAEL JAMES MR,0,social_policy
34214,recognize right of women to terminate pregnancies at and to receive funding for as for any medical procedure,BARKLEY MICHAEL JAMES MR,0,social_policy
34215, amend womans right to terminate pregnancy shall not infringed,BARKLEY MICHAEL JAMES MR,0,social_policy
34364,consider allowing and protecting minority unions,BARKLEY MICHAEL JAMES MR,0,social_policy
34577, only time with year time limit for adoption support th congress hj,BARKLEY MICHAEL JAMES MR,0,social_policy
34690,make recognition of women in combat retroactive for pay,BARKLEY MICHAEL JAMES MR,0,social_policy
34801,curtail death penalty,BARKLEY MICHAEL JAMES MR,0,social_policy
35087,support womens health protection act of blumenthal support access to birth control act,BARKLEY MICHAEL JAMES MR,0,social_policy
35735, institute for social policy understanding,BARKLEY MICHAEL JAMES MR,0,social_policy
37262, politicians pushing legislation and bad ideas in order to advance or political party without regard for people,BARNETT JOSH,3,election 
2699,job as congresswoman to uphold constitution and amendments,BARONESS VON BEHR IRINA,7,domestic_policy
2687,stay up to date with campaign,BARONESS VON BEHR IRINA,3,election 
2689,not career politician and dont come from family of politicians,BARONESS VON BEHR IRINA,3,election 
2697,if live in district then let known vote and contributions control going on in congress,BARONESS VON BEHR IRINA,3,election 
2698,empowering through vote and contributions to take control,BARONESS VON BEHR IRINA,3,election 
2701,also understand vote in congress impact everyone in country,BARONESS VON BEHR IRINA,3,election 
2708,vote affects everyone in america,BARONESS VON BEHR IRINA,3,election 
2709,one vote pass or stop bill,BARONESS VON BEHR IRINA,3,election 
2717, change voter registration,BARONESS VON BEHR IRINA,3,election 
2720,voter authentication screen requires personal information driver license number,BARONESS VON BEHR IRINA,3,election 
2721,information used to access voter registration record and not used for any purpose,BARONESS VON BEHR IRINA,3,election 
2774,last election ran for same seat and in ran for tempe city council,BARONESS VON BEHR IRINA,3,election 
2762, between nazi invasion during war and russian occupation after war,BARONESS VON BEHR IRINA,8,foreign_policy
2782, served in segregated military during wwii,BARONESS VON BEHR IRINA,6,security_policy
2686,time all good men and women come to aid of country,BARONESS VON BEHR IRINA,0,social_policy
11060, local leaders gather at trump national golf course in rancho palos verdes to protest trumps treatment of women,BARRAGAN NANETTE,7,domestic_policy
11153,supports local efforts to determine feasibility of community choice power to supply cleaner,BARRAGAN NANETTE,7,domestic_policy
11081,as advisor to large and small businesses for last ten years,BARRAGAN NANETTE,2,economy 
11159,stronger middle class means stronger economy,BARRAGAN NANETTE,2,economy 
11161, support small businesses and invest in growing technologies like clean energy to ensure economy growing and thriving,BARRAGAN NANETTE,2,economy 
11163,also need fair economy,BARRAGAN NANETTE,2,economy 
11185,for prefer trade schools and skills,BARRAGAN NANETTE,2,economy 
11084,education foundation of nation,BARRAGAN NANETTE,4,education
11088,rising tuition rates and excessive student loan rates make college nearly impossible to pay for days,BARRAGAN NANETTE,4,education
11092,higher education lifts up communities and helps end cycle of poverty,BARRAGAN NANETTE,4,education
11093,students never to turn down college degree because of financial status,BARRAGAN NANETTE,4,education
11113,education one of nanettes top priorities because firmly believes number one equalizer,BARRAGAN NANETTE,4,education
11114,nanette product of public schools,BARRAGAN NANETTE,4,education
11117,nanette currently represent children in schools special needs to make sure educational needs met,BARRAGAN NANETTE,4,education
11179,making sure early childhood education funded and available to communities of all backgrounds,BARRAGAN NANETTE,4,education
11182,nanette came out of college then law school with lot of debt impacted ability to choose type of jobs could afford or not afford to take,BARRAGAN NANETTE,4,education
11184, provide freetolowcost education to students want education,BARRAGAN NANETTE,4,education
11188,education and employment issues,BARRAGAN NANETTE,4,education
11190,need to more creative in disciplining students rather than pulling out of class so not learning,BARRAGAN NANETTE,4,education
11009,campaign office east carson street,BARRAGAN NANETTE,3,election 
11039, ca gearing up for general election,BARRAGAN NANETTE,3,election 
11042, ca on primary election night in june,BARRAGAN NANETTE,3,election 
11062, ca moving in to final month of election,BARRAGAN NANETTE,3,election 
11095,one reason nanette dedicated pro bono hours as child rights advocate to ensure childrens special educational needs met,BARRAGAN NANETTE,3,election 
11119, continue to advocate for children and adults with special needs and disabilities,BARRAGAN NANETTE,3,election 
11126, reduce fraud and waste and ensure everyone pays fair share so critical programs in place for years to come,BARRAGAN NANETTE,3,election 
11278,join nanettes campaign,BARRAGAN NANETTE,3,election 
11146,nanette understands climate change urgent environmental problem and intends to act accordingly,BARRAGAN NANETTE,10,environment
11147,fight to combat climate change and work to transition us to clean,BARRAGAN NANETTE,10,environment
11151, cut greenhouse gas emissions,BARRAGAN NANETTE,10,environment
11106,robust foreign policy plan benefit americans domestically,BARRAGAN NANETTE,8,foreign_policy
11065,la weekly oil drilling in hermosa beach pits neighbor against neighbor february th,BARRAGAN NANETTE,5,healthcare
11097,nanettes mom senior relies upon medicare as only source of income and health coverage,BARRAGAN NANETTE,5,healthcare
11099,whether through medicare or social security,BARRAGAN NANETTE,5,healthcare
11271,social security and medicare,BARRAGAN NANETTE,5,healthcare
11141, must provide path to citizenship for immigrants working day in and day out to contribute to nations economy,BARRAGAN NANETTE,9,immigration
11142,children of immigrants also require attention and action,BARRAGAN NANETTE,9,immigration
11144, giving sons and daughters of immigrants born outside of us but grew up here,BARRAGAN NANETTE,9,immigration
11171,immigrants crucial part of nations economy,BARRAGAN NANETTE,9,immigration
11174,republican solutions to immigration to deport immigrants,BARRAGAN NANETTE,9,immigration
11175, to build fence on border and to refuse citizenship,BARRAGAN NANETTE,9,immigration
11063, nanette barragn building crucial momentum in race for californias thdistrict,BARRAGAN NANETTE,12,infra_transpo
10999,means protecting american jobs,BARRAGAN NANETTE,1,occupation
11000, bringing more goodpaying jobs with benefits to community,BARRAGAN NANETTE,1,occupation
11002, and guaranteeing equal pay for equal work,BARRAGAN NANETTE,1,occupation
11076,one of americas greatest injustices pay inequity between men and women in country for every man makes,BARRAGAN NANETTE,1,occupation
11080,congress needs to pay attention to continuing problem unfair and hurts families,BARRAGAN NANETTE,1,occupation
11135, renewable energy jobs and taking positive steps to protect communitys health currently harmed by pollution,BARRAGAN NANETTE,1,occupation
11137, not only create jobs in community,BARRAGAN NANETTE,1,occupation
11165,right federal minimum wage,BARRAGAN NANETTE,1,occupation
11166,fulltime minimum wage employee earns annually,BARRAGAN NANETTE,1,occupation
11167,in poverty threshold for single person or for family of four,BARRAGAN NANETTE,1,occupation
11168,need to fix with higher minimum wage,BARRAGAN NANETTE,1,occupation
11223,door to door canvassing phone banking data entry stuffing envelopes please check all apply,BARRAGAN NANETTE,1,occupation
11272, as republicans seek cuts to pay for tax giveaway to top,BARRAGAN NANETTE,1,occupation
11035,margin of error results show race at san pedro new poll conducted by clarity campaign labs,BARRAGAN NANETTE,0,social_policy
11036, shows virtually tied race between nanette barragn and isadore hall and illustrates new political reality in,BARRAGAN NANETTE,0,social_policy
11073,investing in programs help women get health and reproductive care need not slashing funds for critical programs,BARRAGAN NANETTE,0,social_policy
11074,must defend womans right to choose,BARRAGAN NANETTE,0,social_policy
11077, woman makes just cents,BARRAGAN NANETTE,0,social_policy
11098,seniors given so much to make country great and responsibility to make sure america keeps promise made to,BARRAGAN NANETTE,0,social_policy
11100, hardworking seniors whove paid in entire lives deserve security of knowing programs need,BARRAGAN NANETTE,0,social_policy
11162,and must make sure women arent forced to choose between family and job with increased protections in workplace and paid leave for parents,BARRAGAN NANETTE,0,social_policy
45554,believe in constitution but recognize intended to living document could and amended as befits times and best serves all americans,BARRETT DANA,7,domestic_policy
45556,term limits and rebalancing of power in washington,BARRETT DANA,7,domestic_policy
45579,eliminating education inequity,BARRETT DANA,4,education
45570,campaign finance reform eliminates corporate money in politics,BARRETT DANA,3,election 
45571,mandating fair wage keeps pace with inflation,BARRETT DANA,3,election 
45574, ensuring free and fair elections,BARRETT DANA,3,election 
45575, and ending process of gerrymandering,BARRETT DANA,3,election 
45598, dana outspoken advocate for equality and ethics,BARRETT DANA,3,election 
45609, and partners against domestic violence to name few,BARRETT DANA,3,election 
45614, consent to receive periodic campaign updates from dana barrett for congress,BARRETT DANA,3,election 
45626, and not just legislating to next election or next poll,BARRETT DANA,3,election 
45635,shes not washington insider or career politician,BARRETT DANA,3,election 
45569,israel and middle east,BARRETT DANA,8,foreign_policy
45547,affordable accessible healthcare,BARRETT DANA,5,healthcare
45567, justice and healthcare systems serve all equally,BARRETT DANA,5,healthcare
45568,guaranteed protection for preexisting conditions,BARRETT DANA,5,healthcare
45576,universal healthcare coverage,BARRETT DANA,5,healthcare
45572,immigration and asylum,BARRETT DANA,9,immigration
45578,ending racial and gender pay gaps and resulting wealth gap,BARRETT DANA,1,occupation
45597,throughout business and media career,BARRETT DANA,1,occupation
45566, gender or any perceived differences and provide public education,BARRETT DANA,0,social_policy
45599,known as hard worker and woman not shy away from challenge,BARRETT DANA,0,social_policy
45610,created networking event series for women,BARRETT DANA,0,social_policy
10470,congress must assure fund,BIGGS ANDY MR,2,economy 
10474,council for citizens against government waste political action committee endorses congressman andy biggs,BIGGS ANDY MR,3,election 
10467,work to end illegal immigration,BIGGS ANDY MR,9,immigration
10468, and to secure border in order to preserve sovereignty and protect americans,BIGGS ANDY MR,9,immigration
10469,thank men and women enforce border laws and continue to support,BIGGS ANDY MR,9,immigration
10471, and complete border wall,BIGGS ANDY MR,9,immigration
10476,national border patrol council endorses congressman andy biggs,BIGGS ANDY MR,9,immigration
10497, cochair of border security caucus,BIGGS ANDY MR,9,immigration
10481,in political science from arizona state university,BIGGS ANDY MR,11,science
10462,events yard signs phone calls women for biggs coalition veterans for biggs coalition,BIGGS ANDY MR,0,social_policy
10463,women for biggs coalition,BIGGS ANDY MR,0,social_policy
10475,congressman andy biggs announces women for biggs coalition,BIGGS ANDY MR,0,social_policy
10333, worked with local and national va officials to expand pasco county va outpatient clinic and bring additional health care services,BILIRAKIS GUS M,7,domestic_policy
10242,bilirakis supports infusion of free market principles and cost transparency into health care system,BILIRAKIS GUS M,2,economy 
10275, and save money within program without impacting benefits or beneficiaries,BILIRAKIS GUS M,2,economy 
10283,families and businesses across country hurting in wake of covid economic crisis,BILIRAKIS GUS M,2,economy 
10284, long term solutions to help get economy and way of life back on track,BILIRAKIS GUS M,2,economy 
10295, americans to spend less,BILIRAKIS GUS M,2,economy 
10316, eliminate barrier to economic growth for everyone,BILIRAKIS GUS M,2,economy 
10309,bilirakis introduced student visa security improvement act,BILIRAKIS GUS M,4,education
10314,in march gus introduced student visa security improvement act,BILIRAKIS GUS M,4,education
10347, and local school boards,BILIRAKIS GUS M,4,education
10108, according to federal election commission,BILIRAKIS GUS M,3,election 
10109, with less than five percent from pacs,BILIRAKIS GUS M,3,election 
10137,after cast vote on tuesday,BILIRAKIS GUS M,3,election 
10177,get involved in bilirakis campaign today,BILIRAKIS GUS M,3,election 
10227,israel strategic ally in region as well,BILIRAKIS GUS M,8,foreign_policy
10091, increasing access to quality health care,BILIRAKIS GUS M,5,healthcare
10176,affordable health care,BILIRAKIS GUS M,5,healthcare
10208,social security and medicare must remain fiscally solvent to ensure retirement security for current seniors,BILIRAKIS GUS M,5,healthcare
10215, health care for others or any program,BILIRAKIS GUS M,5,healthcare
10240,bilirakis staunch opponent of obamacare,BILIRAKIS GUS M,5,healthcare
10246, with jurisdiction over medicare,BILIRAKIS GUS M,5,healthcare
10247, affordable care act better known as obamacare and rest of american health care system,BILIRAKIS GUS M,5,healthcare
10277, and state medicaid programs,BILIRAKIS GUS M,5,healthcare
10325,congressman bilirakis also supports medicare program,BILIRAKIS GUS M,5,healthcare
10326,medicare extremely important to seniors,BILIRAKIS GUS M,5,healthcare
10328,medicare also needs to ensure fiscal viability for current and future beneficiaries,BILIRAKIS GUS M,5,healthcare
10334, such as dental care and mental health services,BILIRAKIS GUS M,5,healthcare
10352,not believe provide amnesty or reward broken nations immigration laws,BILIRAKIS GUS M,5,healthcare
10222,as grandson of greek immigrants,BILIRAKIS GUS M,9,immigration
10349, as grandchild of greek immigrants,BILIRAKIS GUS M,9,immigration
10351, lawabiding immigrants,BILIRAKIS GUS M,9,immigration
10354,knows effective immigration control requires strong border enforcement and visa enforcement nearly half of all illegal immigrants visa overstays,BILIRAKIS GUS M,9,immigration
10355, not individuals cross border,BILIRAKIS GUS M,9,immigration
10357, by reforming immigration process in such way rewards legal immigration and punishes break law,BILIRAKIS GUS M,9,immigration
10116, athletic director at citrus park christian school,BILIRAKIS GUS M,12,infra_transpo
10266, ensuring rail and mass transit security coordinators american citizens and requiring realworld testing of rail tank cars carrying hazardous materials to determine way to best protect from attack,BILIRAKIS GUS M,12,infra_transpo
10088, create jobs for middleclass americans,BILIRAKIS GUS M,1,occupation
10189, creating jobs for middle class americans,BILIRAKIS GUS M,1,occupation
10321, and lead to more jobs for americans,BILIRAKIS GUS M,1,occupation
10338,government doesnt create jobs,BILIRAKIS GUS M,1,occupation
10339,gus working hard to cut taxes and eliminate frivolous regulations hold businesses back,BILIRAKIS GUS M,1,occupation
10340, and always support legislation brings jobs back to community,BILIRAKIS GUS M,1,occupation
10207,recovering from covid crisis,BILIRAKIS GUS M,13,public_health
10322,seniors among most vulnerable to covid complications,BILIRAKIS GUS M,13,public_health
10080,supporting military and veterans,BILIRAKIS GUS M,6,security_policy
10113, former fbi agent and federal prosecutor,BILIRAKIS GUS M,6,security_policy
10264, law enforcement resources,BILIRAKIS GUS M,6,security_policy
10361,cochair of military veterans caucus,BILIRAKIS GUS M,6,security_policy
10114,but like many competitive house races across country,BILIRAKIS GUS M,0,social_policy
3162,thank for visiting campaign web site,BISHOP SANFORD,3,election 
3438,council of prison locals endorses bost,BOST MICHAEL,7,domestic_policy
3450,council of prison locals c,BOST MICHAEL,7,domestic_policy
3435,united mine workers endorse bost,BOST MICHAEL,1,occupation
3441, president of united mine workers local to announce bosts reelection campaign endorsed by united mine workers of america,BOST MICHAEL,1,occupation
3442, united mine workers of america struggled to get legislation passed to guarantee health care and pensions for read more,BOST MICHAEL,1,occupation
3444, two of most influential postal workers unions in america,BOST MICHAEL,1,occupation
3453,council comprised of workers in virtually read more,BOST MICHAEL,1,occupation
6322,looking for local polling place,BRISCOE JOHN,7,domestic_policy
6392,federal government must spend highway trust fund dollars on infrastructure as intended,BRISCOE JOHN,2,economy 
6393,diversions of highway money to alternative uses like bullettrainto nowhere must stop,BRISCOE JOHN,2,economy 
6327,school choice always available,BRISCOE JOHN,4,education
6328,families enroll in charter site home schools,BRISCOE JOHN,4,education
6359,education congressman,BRISCOE JOHN,4,education
6488, peter drucker school of business,BRISCOE JOHN,4,education
6490, school of public policy,BRISCOE JOHN,4,education
6499, age and student at vanguard university of southern california,BRISCOE JOHN,4,education
6308,john briscoe needs vote,BRISCOE JOHN,3,election 
6310,donate and help us win,BRISCOE JOHN,3,election 
6323,need to register to vote,BRISCOE JOHN,3,election 
6325,get involved today and vote soon,BRISCOE JOHN,3,election 
6361,looking for place to vote,BRISCOE JOHN,3,election 
6362,need to register to vote still,BRISCOE JOHN,3,election 
6364,oc vote httpswwwocvotecom,BRISCOE JOHN,3,election 
6365,online voter registration available from california secretary of state in multiple languages,BRISCOE JOHN,3,election 
6368,long beach elections home httpwwwlongbeachgovcityclerkelectionselectionhomepage,BRISCOE JOHN,3,election 
6370,orange county supervisor of elections httpswwwocfelectionscom,BRISCOE JOHN,3,election 
6435,traditional media against us,BRISCOE JOHN,3,election 
6462,donate today to get district back on track,BRISCOE JOHN,3,election 
6482, and member of rotary international,BRISCOE JOHN,8,foreign_policy
6315, healthcare and infrastructure,BRISCOE JOHN,5,healthcare
6396,federal government must secure borders assuring only persons allowed and authorized enter us,BRISCOE JOHN,9,immigration
6397,sovereign nation and secure border essential to maintaining sovereignty,BRISCOE JOHN,9,immigration
6399, discuss pathways to citizenship for earned,BRISCOE JOHN,9,immigration
6495,two of grandparents immigrants to us,BRISCOE JOHN,9,immigration
6406,parks seen filled with daytime sleeping homeless folks,BRISCOE JOHN,12,infra_transpo
6443,building team of motivated digital and inperson members ready to spread message,BRISCOE JOHN,12,infra_transpo
6395,project labor agreements bane of cost savings and taxpayer value,BRISCOE JOHN,1,occupation
36833,money out of politics,BROOKS II JOHN L,2,economy 
4421,congressman broun advocates for fourway test to every piece of legislation,BROUN PAUL,3,election 
12380, help more veterans succeed in job market after service,BROWNLEY JULIA,2,economy 
12381, and ensure equitable funding for port of hueneme,BROWNLEY JULIA,2,economy 
12397,community and economy need julia brownley in congress,BROWNLEY JULIA,2,economy 
12421,planned parenthood action fund,BROWNLEY JULIA,2,economy 
12386, making higher education more affordable,BROWNLEY JULIA,4,education
12396, and expand job training and education assistance,BROWNLEY JULIA,4,education
12401,following service on local school board,BROWNLEY JULIA,4,education
12403, served as chairwoman of committee on education,BROWNLEY JULIA,4,education
12427, and defending students and veterans,BROWNLEY JULIA,4,education
12394,also consistent advocate for women and working families,BROWNLEY JULIA,3,election 
12417,human rights campaign,BROWNLEY JULIA,3,election 
12379, evaluate suicide prevention and mental health programs best serve women veterans,BROWNLEY JULIA,5,healthcare
12385, bringing down healthcare costs,BROWNLEY JULIA,5,healthcare
12389, protecting social security and medicare,BROWNLEY JULIA,5,healthcare
12392,as member of transportation and infrastructure committee,BROWNLEY JULIA,12,infra_transpo
12393, able to pass surface transportation bill provide more funds to invest in crumbling infrastructure,BROWNLEY JULIA,12,infra_transpo
12412,california labor federation,BROWNLEY JULIA,1,occupation
12414,united farm workers of america,BROWNLEY JULIA,1,occupation
12416,central coast labor council,BROWNLEY JULIA,1,occupation
12404,national womens political caucus,BROWNLEY JULIA,0,social_policy
12405,national organization for women,BROWNLEY JULIA,0,social_policy
12409,ventura county womens political council,BROWNLEY JULIA,0,social_policy
12426, protecting womens rights,BROWNLEY JULIA,0,social_policy
45642, knows takes to create jobs and jumpstart economy,BUCHANAN VERNON,2,economy 
45659,giving small businesses resources need to create jobs,BUCHANAN VERNON,2,economy 
45660, making sure government spends no more than takes in,BUCHANAN VERNON,2,economy 
45663, fairer and less burdensome to fuel economy and get americans back to work,BUCHANAN VERNON,2,economy 
45662, buchanan outspoken advocate of reforming us tax code to make simpler,BUCHANAN VERNON,3,election 
46510,wp engine cname value may vary depending one type of network using basic networking,BULLOCK BENJAMIN E,2,economy 
46585,retrieve ip address value,BULLOCK BENJAMIN E,2,economy 
46633,set value field to wp engine cname if using global edge security or advanced network,BULLOCK BENJAMIN E,2,economy 
46651,dns values located within dns details section,BULLOCK BENJAMIN E,2,economy 
46658,edit record with name and change value field to wp engine ip address,BULLOCK BENJAMIN E,2,economy 
46601,if using global edge security or advanced network,BULLOCK BENJAMIN E,12,infra_transpo
46683,if working with multisite network ,BULLOCK BENJAMIN E,12,infra_transpo
46578,domain masking not supported directly on wp engine,BULLOCK BENJAMIN E,13,public_health
7651,join movement on social media,BUTTAR SHAHID,7,domestic_policy
7714,campaign received endorsements from many local organizations and social movement leaders in san francisco and across country,BUTTAR SHAHID,7,domestic_policy
7788,san franciscocalifornia local and state,BUTTAR SHAHID,7,domestic_policy
7792, and local governments,BUTTAR SHAHID,7,domestic_policy
7809, and revive expired nsa fbi spying powers from legislative dead to empower racistinchiefeven while falsely claiming to mount resistance to,BUTTAR SHAHID,7,domestic_policy
7830, ive subjected to attacks in press and local political organizations leveraging implicit biases and racial tropes,BUTTAR SHAHID,7,domestic_policy
7838,white supremacy enabled by local political establishment profoundly disappointing,BUTTAR SHAHID,7,domestic_policy
7860,american constitution society,BUTTAR SHAHID,7,domestic_policy
7813,ive also fought for citys values well beyond borders,BUTTAR SHAHID,2,economy 
7825,work promoting san franciscos values taken many forms,BUTTAR SHAHID,2,economy 
7869, and fund for constitutional government,BUTTAR SHAHID,2,economy 
7795,real safeguard of democracy education,BUTTAR SHAHID,4,education
7874,since graduating from stanford law school in shahid worked in both san francisco and washington as legal advocate,BUTTAR SHAHID,4,education
7886,while student at stanford law school,BUTTAR SHAHID,4,education
7890, and student strike against war in iraq,BUTTAR SHAHID,4,education
7684,science fiction visionary and public advocate,BUTTAR SHAHID,3,election 
7786, election security and integrity,BUTTAR SHAHID,3,election 
7846,because either too young to vote,BUTTAR SHAHID,3,election 
7855, and democratic transparency eroded in face of continuing bipartisan assault,BUTTAR SHAHID,3,election 
7866,in addition to work as public interest advocate,BUTTAR SHAHID,3,election 
7882,in wake of trumps election,BUTTAR SHAHID,3,election 
7888,also spearheaded campaign to promote sustainable building practices by university,BUTTAR SHAHID,3,election 
7894, from transparency and drone strikes to voting rights and tax law,BUTTAR SHAHID,3,election 
7900, campaign finance reform,BUTTAR SHAHID,3,election 
7901, government transparency,BUTTAR SHAHID,3,election 
7908,early advocate for marriage equality for samesex couples and prolific organizer in movement to end warrantless government surveillance,BUTTAR SHAHID,3,election 
7910,outside of work as advocate and organizer,BUTTAR SHAHID,3,election 
7783,climate and environmental justice,BUTTAR SHAHID,10,environment
7793,policy crafted with earth and future generations in mind,BUTTAR SHAHID,10,environment
7872, and international human rights,BUTTAR SHAHID,8,foreign_policy
7893, from foreign policy and counterterrorism to human rights and torture,BUTTAR SHAHID,8,foreign_policy
7902, international human rights,BUTTAR SHAHID,8,foreign_policy
7657,elige un demcrata socialista para reemplazar nancy pelosi,BUTTAR SHAHID,5,healthcare
7711, but shes also happy to sabotage health care reform and green new deal,BUTTAR SHAHID,5,healthcare
7784,healthcare as human right,BUTTAR SHAHID,5,healthcare
7831, forprofit corporate healthcare both brutal and vicious before coronavirus pandemic,BUTTAR SHAHID,5,healthcare
7770, child of pakistani immigrants,BUTTAR SHAHID,9,immigration
7803,as muslim man raised in midwest,BUTTAR SHAHID,9,immigration
7808, fund cbp concentration camps at nations borders,BUTTAR SHAHID,9,immigration
7829,as muslim candidate challenging entrenched,BUTTAR SHAHID,9,immigration
7852,as muslim immigrant and constitutional lawyer,BUTTAR SHAHID,9,immigration
7914,later founded program at muslim advocates in san francisco to challenge racial religious profiling by federal agencies such as fbi,BUTTAR SHAHID,9,immigration
7828, mobilized network of stanford students to participate in nonviolent siege of financial district along with bay area residents morning after bush invaded iraq,BUTTAR SHAHID,12,infra_transpo
7857,shahid building social movements and speaking truth to power for nearly two decades,BUTTAR SHAHID,12,infra_transpo
7906,through work building movements for peace,BUTTAR SHAHID,12,infra_transpo
7931, built national progressive legal network at american constitution society while in washington to help correct conservative bias increasingly pervading federal courts,BUTTAR SHAHID,12,infra_transpo
7653,labor donated privacy policy colophon jobs,BUTTAR SHAHID,1,occupation
7772, for first time in year congressional career,BUTTAR SHAHID,1,occupation
7787,labor and workers rights,BUTTAR SHAHID,1,occupation
7817,ive spent much of legal career in washington,BUTTAR SHAHID,1,occupation
7907, shahid dedicated career to public service long before sought public office,BUTTAR SHAHID,1,occupation
7693, former director of national security immigrants rights project for american civil liberties union aclu georgia,BUTTAR SHAHID,6,security_policy
7780,foreign policy and military,BUTTAR SHAHID,6,security_policy
7785,criminal justice and law enforcement,BUTTAR SHAHID,6,security_policy
7807,ive seen pelosi cover up cia torture,BUTTAR SHAHID,6,security_policy
7696,cochair of womens march and former executive director of arab american association of new york,BUTTAR SHAHID,0,social_policy
7703,cofounder of code pink women for peace,BUTTAR SHAHID,0,social_policy
7769,pelosi not debated opponent since first race for congress in and demonstrated no interest in sharing stage with shahid buttar,BUTTAR SHAHID,0,social_policy
7802, ny to support right of lgbtq couples to marry,BUTTAR SHAHID,0,social_policy
7897,in addition to lgbtq rights,BUTTAR SHAHID,0,social_policy
4649, improving local and national economies,CALVERT KEN,7,domestic_policy
4683,internet address of web site from linked directly to site or internet address of computer used to link to site,CALVERT KEN,7,domestic_policy
4652, working towards implementation and funding of new transportation corridors vital to riverside countys future,CALVERT KEN,2,economy 
4730, and investments to expand small businesses,CALVERT KEN,2,economy 
4745,lets take money wasted on highspeed rail project and redirect to transportation projects ease congestion,CALVERT KEN,2,economy 
4772, working towards implementation and funding of critical transportation improvements,CALVERT KEN,2,economy 
4776, national federation of independent businesses,CALVERT KEN,2,economy 
4636,rep calvert statement on election results november,CALVERT KEN,3,election 
4643, continue to advocate for region and state in,CALVERT KEN,3,election 
4653, ken calvert for congress campaign announced riverside county sheriff chad bianco endorsed congressman ken calvert in nd congressional district,CALVERT KEN,3,election 
4658,rep calvert statement on election results,CALVERT KEN,3,election 
4690,sign up to volunteer at campaign events and stay in touch with late breaking campaign news,CALVERT KEN,3,election 
4692,volunteer on election day,CALVERT KEN,3,election 
4709, ken calvert for congress campaign announced riverside sheriffs association endorsed congressman ken calvert in nd congressional district,CALVERT KEN,3,election 
4713, ken calvert for congress campaign announced california state association of letter carriers endorsed congressman ken calvert in nd congressional district,CALVERT KEN,3,election 
4714,as longtime advocate for postal service,CALVERT KEN,3,election 
4717, ken calvert for congress campaign announced corona police officers association endorsed congressman ken calvert in nd congressional district,CALVERT KEN,3,election 
4729,votes resulted in bonuses,CALVERT KEN,3,election 
4770, representative calvert leading advocate for legislation to make use of everify mandatory,CALVERT KEN,3,election 
4644, ken calvert for congress campaign announced national federation of independent business nfib endorsed congressman ken calvert in nd congressional district,CALVERT KEN,5,healthcare
4697, national federation of independent business nfib announced endorsed ken calverts reelection to represent californias nd congressional district in house of representatives,CALVERT KEN,5,healthcare
4734,need healthcare system gives families more options to find care fits needs,CALVERT KEN,5,healthcare
4650, strengthening borders and reforming immigration system,CALVERT KEN,9,immigration
4726,broken immigration system,CALVERT KEN,9,immigration
4732,only way to fix broken immigration system by restoring rule of law,CALVERT KEN,9,immigration
4763, strengthening borders and reforming broken immigration system,CALVERT KEN,9,immigration
4704, and steve jobs few of most celebrated examples,CALVERT KEN,1,occupation
4738,continue to support policies create jobs and grow wages,CALVERT KEN,1,occupation
4742,stand with law enforcement extraordinary job,CALVERT KEN,6,security_policy
4743,committed to providing for military and honoring promises to veterans,CALVERT KEN,6,security_policy
22259, promoting economic growth of more than million hispanicowned small businesses,CAMPA-NAJJAR AMMAR,2,economy 
22274,ammar also supported trade adjustment assistance program taa in helping american workers laid off due to unfair trade deals,CAMPA-NAJJAR AMMAR,2,economy 
22295, small business helps small businesses,CAMPA-NAJJAR AMMAR,2,economy 
22184,believed in and put campaign on map,CAMPA-NAJJAR AMMAR,3,election 
22189, persisted against americas most xenophobic congressional campaign in,CAMPA-NAJJAR AMMAR,3,election 
22191, grassroots campaign to elect first mexicanpalestinian american to congress making comeback and defied odds,CAMPA-NAJJAR AMMAR,3,election 
22193,im incredibly proud of campaign put people before politics,CAMPA-NAJJAR AMMAR,3,election 
22228,wont take dime of corporate pac money,CAMPA-NAJJAR AMMAR,3,election 
22247,so while extremists in washington vote to take healthcare away from us,CAMPA-NAJJAR AMMAR,3,election 
22251,staunch advocate for unions,CAMPA-NAJJAR AMMAR,3,election 
22269, if youll voice election,CAMPA-NAJJAR AMMAR,3,election 
22280, and cracking down on unemployment fraud,CAMPA-NAJJAR AMMAR,3,election 
22297, compete against larger counterparts,CAMPA-NAJJAR AMMAR,3,election 
22302,while career politicians put own interest ahead of and use special interest contributions and tax dollars to finance lavish lifestyles,CAMPA-NAJJAR AMMAR,3,election 
22304,ill fight for real ethics and campaign finance reform and wont take dime of corporate pac money,CAMPA-NAJJAR AMMAR,3,election 
22248, undermine social security and medicare,CAMPA-NAJJAR AMMAR,5,healthcare
22204, signing landmark legislation on immigration,CAMPA-NAJJAR AMMAR,9,immigration
22253, immigrants and veterans,CAMPA-NAJJAR AMMAR,9,immigration
22208,building movement with honor of lifetime,CAMPA-NAJJAR AMMAR,12,infra_transpo
22246, including apprenticeship jobs pay double average americans income,CAMPA-NAJJAR AMMAR,1,occupation
22252, for federal investment in apprenticeship jobs and for programs for small businesses owned by minorities,CAMPA-NAJJAR AMMAR,1,occupation
22264,as labor department official,CAMPA-NAJJAR AMMAR,1,occupation
22270,at us department of labor,CAMPA-NAJJAR AMMAR,1,occupation
22273, earn while learn job pays workers average of year,CAMPA-NAJJAR AMMAR,1,occupation
