,name,text,count
318,BARRAGAN NANETTE,"for immediate release august 2, 2016 contact mike trujillo mikeatbarraganforcongressdotcom former ca44 republican candidate christopher castillo endorses nanette barragn san pedro, ca in a clear sign of momentum, another former candidate for californias 44th district, republican christopher castillo, has officially endorsed nanette barragn for congress. mr. castillo adds to the growing ...",52
319,BARRAGAN NANETTE,"california democratic party los angeles county federation of labor, aflcio seiu california teamsters joint council 42 ilwu local 13 ilwu local 64 ilwu local 93 ilwu southern california district council los angeles sentinel california school employees association emilys list planned parenthood action fund equality california honor pac sierra club california league of conservation voters los angeles county young democrats san pedro democratic club southeast los angeles democratic club democrats for israel heart of la democratic club",76
320,BARRAGAN NANETTE,"for immediate release october 3, 2016 contact mike trujillo mhtrujillogmail.com 8189686048 isadore hall pressures insiders to silence nanette diaz barragn at protest of trumps treatment of women minorities san pedro, ca tomorrow, local leaders will gather at the trump national golf course in rancho palos verdes to protest trumps treatment of women ...",53
321,BARRAGAN NANETTE,"for immediate release july 7, 2016 contact mike trujillo mikeatbarraganforcongressdotcom honorable emily hartholifield endorses nanette barragn for congress san pedro, ca today, the honorable emily hartholifield, a leader in the compton community, officially announced her support for nanette barragn for congress in californias 44th district. nanette and i share a vision ...",52
322,BARRETT DANA,"i believe our government must be made more efficient and less susceptible to party politics. while fixing the dysfunction in our government may not be great for getting headlines, i see it as the root cause of many of our bigger issues. i believe in the constitution but recognize that it was intended to be a living document that could and should be amended as befits the times and best serves all americans. i support and will work for",79
323,BARRETT DANA,"as a breast cancer survivor, i am committed to ensuring that all americans have access to affordable healthcare. i believe in a pragmatic approach to reform based on incremental changes that will begin to make a difference immediately. i will fight for",42
324,BARRETT DANA,"dana barrett is a former tech executive and small business owner turned awardwinning tv, radio, podcast host. she left her daily talk radio show in the fall of 2019 to run for u.s. congress because she could no longer stand on the sidelines and was ready to do more than talk. throughout her business and media career, dana has been an outspoken advocate for equality and ethics. she is known as a hard worker and a woman who does not shy away from a challenge. those qualities led her to achieve successes in business and in the media after being told by industry insiders that what she wanted was not possible. as a talk radio host, dana used her platform to tackle the difficult conversations with refreshing candor while connecting with her audience on a human level.",137
325,BARRETT DANA,"im a socially liberal, fiscally responsible democrat who believes in working across the aisle and representing all of the citizens of georgias 11th district. in order to solve our countrys most pressing issues we have to pull back from the partisanship and work together. as a nation, our propensity to elect leaders solely because of a specific position, party affiliation or selfinterest has led us to where we are today. we have to ask more of ourselves and of those we elect. i am committed to working on any issue we face by listening, learning, consulting experts, believing science, using common sense and compassion, and abiding by a strong ethical and moral code.",113
326,BARRETT DANA,"originally from the suburbs of philadelphia, dana attended cornell university and graduated with a degree in hospitality administration before moving to the metro atlanta area in the late 1980s. an empty nester since 2010, dana raised her daughter lauren as a divorced, working single mom and says that is the accomplishment she is most proud of.",56
327,BARRETT DANA,"she has also given her time to emcee and moderate events for the jewish book festival, tedx peachtree, and partners against domestic violence to name a few. she created a networking event series for women, and founded and runs a public book club that has been active for over a decade.",51
328,BARRETT DANA,"im running for congress because i believe we deserve leaders who will choose people over politics and who will put us before their own selfinterests every day. im running because the system is broken and in these unprecedented times, no matter which side youre on, that has become glaringly clear. im running because i believe we need leaders who are thinking long term, and not just legislating to the next election or the next poll, or worse yet to satisfy their patrons or boost their own egos. im running because i believe we need to get in the system to change the system.",103
329,BARRETT DANA,"dana barrett is an awardwinning talk radio host, a former tech exec, a small business owner, a breast cancer survivor, and a proud single mom. but more importantly, dana is your neighbor, the mom in the carpool lane behind you, the friend at bookclub, and the sister who steps up in a crisis. what shes not is a washington insider or a career politician.",64
330,BILIRAKIS GUS M,h.r. 3370 includes commonsense reforms that not only continue the intent of the nfip to protect homeowners from devastating floods but also ensures the program is able to cover its costs. it is important to stress that the reforms made to the nfip were not intended to cause the dramatic increases that homeowners are currently experiencing.,56
331,BILIRAKIS GUS M,"gus serves on the energy and commerce committee and the veterans affairs committee. he is the ranking member of the va economic opportunities subcommittee and a member of the va disability assistance and memorial affairs, health subcommittee and communications and technology subcommittee.",42
332,BILIRAKIS GUS M,"our gun rights are constantly under attack by the radical left. gus believes every american has a right to defend themselves and their family, and he is proud of his progun record in both the florida house and the u.s. house.issues",41
333,BILIRAKIS GUS M,"representative bilirakis is a member of the house committee on energy and commerce, which has jurisdiction over federal energy policy. he intends to use this position to work in a bipartisan fashion to eliminate barriers to domestic energy production to encourage economic growth. he is also a cosponsor of legislation to build the keystone pipeline an instant boost to domestic energy production that will create tens of thousands of jobs in areas where job opportunities are scarce.",77
334,BILIRAKIS GUS M,"social security and medicare must remain fiscally solvent to ensure retirement security for current seniors, our children and grandchildren. however, social security has been operating at a deficit since 2010. unless social security is modernized and strengthened, these deficits may cause the annual costofliving adjustments to shrink or disappear entirely in the future. representative bilirakis strongly believes that congress must make serious fiscal reforms to ensure our financial stability while still ensuring that we uphold the commitments we have made to our seniors. he is absolutely opposed to legislation that will cut social security for seniors in order to pay for overseas operations, health care for others or any other program.",111
335,BILIRAKIS GUS M,"working in a bipartisan manner, his main priorities include controlling government spending, creating jobs for middle class americans, finding ways for government to operate smaller and smarter, and lowering taxes. he is also committed to strengthening homeland security, improving education, increasing access to quality health care, lowering the cost of prescription drugs, protecting veterans benefits, ensuring the longterm viability of social security and medicare, and improving emergency preparedness and response.",70
336,BILIRAKIS GUS M,"gus has introduced two major pieces of legislation to protect medicare, and save money within the program without impacting benefits or beneficiaries. h.r. 3392, the medicare part d patient safety and drug abuse prevention act, would establish a safe pharmacy access program, to prevent highrisk beneficiaries from abusing controlled substances. this is a costsaving measure utilized by private industry, tricare, and state medicaid programs. h.r. 2828, the medicare abuse prevention map act, would remove social security numbers from medicare cards and strengthens the civil and criminal penalties for medicare, medicaid, and chip abuse. it would also incentivize states to conduct their own prescription drug monitoring programs.",106
337,BILIRAKIS GUS M,"gus earned his b.a. degree from the university of florida and then achieved his law degree from stetson university college of law. upon graduation, gus went straight to work at his familys law firm, while also serving eight years in the florida house of representatives.",45
338,BILIRAKIS GUS M,"hunter, who quit his job at the department of justice in december to run for office, said the results are a reflection of one of the most solidly republican drawn districts in the state, which trump won by 19 points in 2016.",42
339,BILIRAKIS GUS M,"prior to the introduction of h.r. 3370, the homeowner flood insurance affordability act of 2013, congressman bilirakis introduced the homeowners flood insurance relief act, to substantively address the flood insurance rate increase. he heard from my constituents, and was involved in this process from the beginning. representative bilirakis was proud to be part of the core group of bipartisan legislators who worked with majority leader cantor to get h.r. 3370 passed in the house of representatives.",76
340,BILIRAKIS GUS M,"our nation is threatened by a debt crisis that has been caused by unrestrained federal deficits that if unchecked, will threaten economic prosperity and job growth. if we do not take action now, then we risk becoming the first generation to leave our country worse off for our children and grandchildren. congressman bilirakis believes that we must implement serious spending reforms to restore the fiscal credibility of the united states at home and in the global market. during these difficult economic times, americans have had to spend less, and the federal government should do likewise.",95
341,BILIRAKIS GUS M,"then he grabs me right here, my neck was swollen and hes shaking me around. and then i said, what are you doing? are you crazy? he goes, oh youre talking normal now, youre just a faker, i told you thats what you were, henry recalled.",46
342,BILIRAKIS GUS M,"since gus arrived in washington, he has made an effort to work across the aisle to get results for our community. with 27 bills he authored signed into law between 2015 and 2018, congressman bilirakis was recently designated as the most effective lawmaker in the state of florida by the center for effective lawmaking at vanderbilt university.",57
343,BILIRAKIS GUS M,"gus believes our country does not do enough to address mental illness, and he is working to fix it. in congress, gus is seeking to improve access to care and support systems which enable those suffering from mental illness to become active members of our community.",46
344,BILIRAKIS GUS M,"bilirakis has supported legislation to increase access to higher education by raising the maximum pell grant federal assistance that deserving students do not have to repay award. congressman bilirakis also has voted to improve the head start program to help close the learning gap between children from disadvantaged families and their more welloff peers. in the 113th congress, bilirakis supported legislation, which is now law, to help make college more affordable by permanently reducing interest rates on federallysubsidized student loans. he also voted in favor of legislation that would return the control of the public school system to localities, by empowering teachers, families, and local school boards.",107
345,BILIRAKIS GUS M,"gus works in a bipartisan manner to control federal spending, create jobs for middleclass americans, lower taxes, and seek ways to make government smaller and more efficient. he remains committed to strengthening homeland security, improving education, increasing access to quality health care, protecting veterans benefits, and ensuring the longterm viability of social security and medicare.",55
346,BILIRAKIS GUS M,"bilirakis introduced the student visa security improvement act, which would ensure the united states properly vets potential students before they are granted visas for admission and would ensure they abide by the terms of that visa. gus also has cosponsored legislation to prevent states from issuing drivers licenses to illegal aliens, eliminate the visa lottery, and clarify that the administration should rigorously enforce current immigration laws.",66
347,BILIRAKIS GUS M,"elaine sarris, 57, of tarpon springs, said over bilirakis 12 years in congress, there had never been a strong challenger to offer voters an alternative to the entrenched incumbent until hunter. after she cast her vote on tuesday, she said the struggling middle class in pasco and pinellas counties could benefit from hunters leadership on supporting health care and protecting the environment.",62
348,BILIRAKIS GUS M,"as a former member of the house committee on foreign affairs and current member of the caucus on international religious freedom, congressman bilirakis desire to support our allies, protect religious freedom, and prevent attacks from our enemies have kept him apprised of major world events.",45
349,BILIRAKIS GUS M,"bilirakis raised 1.8 million for his reelection, with about half coming from political action committees and special interest groups, according to the federal election commission. hunter raised 721,331, with less than five percent from pacs, most of which were tied to party leadership.",43
350,BILIRAKIS GUS M,bilirakis victory came in the face of considerable controversy during his last term. in 2016 he cosponsored a law that made it harder for the drug enforcement administration to intercept suspicious shipments of narcotics while he accepted campaign donations from drug companies who pushed the law.,46
351,BILIRAKIS GUS M,"what i hope for the future of our state and our country is that we move beyond merely voting based on partisan allegiance, hunter said. i hoped that would be something that would happen in this congressional race. it didnt, but that doesnt mean it cant or it wont, and i maintain my optimism for the future.",57
352,BILIRAKIS GUS M,"as a member of the veterans subcommittee on disability assistance and memorial affairs dama, bilirakis has also toured the va regional office and met with va officials to discuss veterans claims processing issues. he is working with his subcommittee colleagues to improve the claims processing system to reduce the claims backlog and shorten response times. too many veterans wait too long for care, and too many find the appeals process onerous. reducing the claims backlog and providing veterans with timely and quality access to care is a top priority for congressman bilirakis.",92
353,BILIRAKIS GUS M,"as the grandson of greek immigrants, bilirakis is heavily invested in hellenic affairs. the region is vital to american interests, and greece is a strong ally of the united states. he is the cochair of the congressional caucus on hellenic affairs and the founding cochair of the congressional hellenic israel alliance. israel is a strategic ally in the region as well, sharing a common defense strategy with the united states, greece, cyprus, and other allies to thwart existential threats from bad actors in the region. in an increasingly connected world, it is important to recognize that upheaval and unrest in the middle east can have ripples that echo across the atlantic. american interests must be protected at all cost, and congressman bilirakis embraces the opportunity to work with world leaders to ensure a peaceful future in the middle east and at home.",142
354,BILIRAKIS GUS M,"congressman bilirakis also supports the medicare program. medicare is extremely important to seniors, and arguably the most popular aspects of the program medicare advantage and medicare part d operate successfully because of free market principles. medicare also needs to ensure its fiscal viability for current and future beneficiaries.",48
355,BILIRAKIS GUS M,"in addition, congressman bilirakis is fighting to bring additional health care resources to florida and the twelfth congressional district. since coming to congress, he has worked with local and national va officials to expand the pasco county va outpatient clinic and bring additional health care services, such as dental care and mental health services, to area veterans. he also has visited the james haley va medical center vamc, meeting with the medical center staff and veterans to discuss the care and services provided at the vamc.",86
356,BILIRAKIS GUS M,"the implementing the 911 commission recommendations act includes two proposals sponsored by congressman bilirakis. first, ensuring that rail and mass transit security coordinators are american citizens and requiring the realworld testing of rail tank cars carrying hazardous materials to determine the way to best protect them from attack.",48
357,BILIRAKIS GUS M,"in december 2010, gus was named chairman of the critical emergency preparedness, response and communications subcommittee. as chairman, bilirakis position is vital to the state of florida, as he oversees fema, emergency grant programs, communication during emergency situations, and disaster response and recovery efforts.",44
358,BILIRAKIS GUS M,"in march 2011, gus introduced the student visa security improvement act, which will improve the background checks conducted on student visa applicants from highrisk areas and enhance americas ability to ensure that foreign students are abiding by the terms of their visas once in the u.s. he has also introduced the metropolitan medical response system program act of 2011, h.r. 1411, to assist state and local governments in preparing for and responding to mass casualty incidents resulting from acts of terrorism, natural disasters, and other emergencies.",86
359,BILIRAKIS GUS M,"but like many competitive house races across the country, district 12 in many ways could be seen as a gauge on trump. ed schenk, 57, athletic director at citrus park christian school, said he voted for bilirakis despite his support of the opioid industry because bilirakis is a republican and supports donald trump.",53
360,BILIRAKIS GUS M,"in the 112th congress, bilirakis championed two pieces of legislation that were signed into law. the first, h.r. 4057, the improving transparency of education opportunities for veterans act introduced by bilirakis directed the va to develop a comprehensive policy to improve outreach and transparency to veterans and members of the armed forces by providing information on institutions of higher learning. the second, s. 3202, the dignified burial of veterans act, included language from the house companion bill offered by bilirakis. s. 3202 requires the secretary of veterans affairs va to provide caskets or urns for veterans with no next of kin and insufficient resources to cover burial and funeral expenses.",110
361,BILIRAKIS GUS M,"in the 113th congressman bilirakis joined the energy and commerce committee. part of his committee assignment includes serving on the health subcommittee, with jurisdiction over medicare, medicaid, the affordable care act better known as obamacare and the rest of the american health care system.",44
362,BILIRAKIS GUS M,"it means i can go back up here to washington d.c. and represent my constituents and fight for them, fight for our veterans, our children with rare diseases, said bilirakis, who declined an invitation from wfla channel 8 to debate hunter on air. im a workhorse, not a show horse, and i think people appreciate that.",56
363,BILIRAKIS GUS M,"congressman bilirakis firmly supports an all of the above energy strategy that includes increasing domestic production, providing incentives for the development of renewable resources, and promoting conservation. new and emerging technologies will allow the united states to better harness the existing swath of renewable and nonrenewable energy sources that are available.",51
364,BILIRAKIS GUS M,"in the constitution, congress is tasked with the responsibility to raise and support our countrys national defense. congressman bilirakis is proud to support our nations women and men in uniform and understands the importance of providing our brave men and women of the armed forces with the resources they need, and to ensure the department of defense dod has the ability to develop new technologies and maintain existing infrastructures to meet those emerging threats. he is a member of the",80
365,BILIRAKIS GUS M,"congressman bilirakis has been a longtime proponent of the public education system, both in the florida legislature and now in congress. as a father of four boys, all of whom graduated from or currently attend public school, he understands the link between a robust public education system and a vital and thriving nation.",53
366,BILIRAKIS GUS M,"i do support, for the most part, donald trumps policies, but its very beneficial to my constituents and i think they agree with me, bilirakis said. i have a good relationship with the administration and its already paid dividends, he said, noting federal funding secured for dredging of the anclote river and combating opioiod abuse.",55
367,BILIRAKIS GUS M,"bilirakis is a staunch opponent of obamacare. he opposed the legislation when it passed in 2009, and has worked to repeal and replace the law. bilirakis supports the infusion of free market principles and cost transparency into the health care system, which he believes is the best way to lower costs and increase access to affordable care.",57
368,BILIRAKIS GUS M,"congressman bilirakis strongly opposes illegal immigration but, as a grandchild of greek immigrants, he recognizes the cultural, intellectual, and economic benefit of legal, lawabiding immigrants. he does not believe we should provide amnesty or reward those who have broken our nations immigration laws. doing so simply encourages continued lawbreaking and greater illegal immigration in the future. he knows that effective immigration control requires strong border enforcement and visa enforcement nearly half of all illegal immigrants are visa overstays, not individuals who cross the border. bilirakis recognizes the need to eliminate the incentives that encourage individuals to come here illegally, by reforming immigration process in such a way that rewards legal immigration and punishes those who break the law.",118
369,BILIRAKIS GUS M,"congressman bilirakis supports reforming the tax code, which will eliminate a barrier to economic growth for everyone. the federal tax code has grown far too complicated for individuals and small businesses. it now contains approximately 4 million words; almost triple the number from just ten years ago. he supports tax reform that makes the tax code simpler and fairer for everyone, which will free capital, increase investment, and lead to more jobs for americans.",74
370,BILIRAKIS GUS M,congressman bilirakis specifically requested a seat on the house committee on veterans affairs because of his commitment to advocate on behalf of veterans and their families in the united states congress. he has worked throughout his tenure in congress to ensure veterans receive quality and timely services while promoting transparency throughout the va.,53
371,BILIRAKIS GUS M,"congressman bilirakis has introduced two pieces of legislation to help preserve medicare for current and future beneficiaries. h.r. 3392, the medicare part d patient safety and drug abuse prevention act, would establish a safe pharmacy access program, to prevent highrisk beneficiaries from abusing controlled substances. this is a costsaving measure utilized by private industry, tricare, and state medicaid programs. h.r. 2828, the medicare abuse prevention map act, would remove social security numbers from medicare cards and strengthens the civil and criminal penalties for medicare, medicaid, and chip abuse. it would also incentivize states to conduct their own prescription drug monitoring programs.",101
372,BRISCOE JOHN,"traditional media is against us, so we need your voices. join using the form and instantly receive digital graphics and videos you can share to your personal profiles. get involved online, get involved in person and lets turn the 47th red together!",42
373,BRISCOE JOHN,reclaiming the 47th district for the first time in 20 years will require our entire community. we are building a team of motivated digital and inperson members that are ready to spread the message. this coalition of partners will play a huge role in our ability to reach everyone in the 47th district.,53
374,BRISCOE JOHN,"the homeless problem in our communities of los angeles and orange counties is big and growing bigger. today the ordinary resident must step over sleeping urinesoaked bodies strewn sleeping on our streets and sidewalks. our parks can be seen filled with daytime sleeping homeless folks, sleeping it off. it is too much. we must put a stop to the rampant homelessness.",61
375,BRISCOE JOHN,"john is an active member of the community that elected him having served as a pta volunteer, ayso soccer, little league, school site council, and grace church worker. he is an eagle scout, boy scout troop leader, and member of rotary international, la5 el rodeo. john has worked relentlessly to instill patriotism and flag education in our schools as well as the display of our national motto, in god we trust.",71
376,BRISCOE JOHN,the federal government must spend the highway trust fund dollars on infrastructure as intended. diversions of highway money to alternative uses like the bullettrainto nowhere must stop. private and public partnerships can extend tax dollars effectiveness with benefits for all. project labor agreements are the bane of cost savings and taxpayer value.,52
377,BRISCOE JOHN,"john briscoe is a sixth generation californian with even more distant family roots to baja california and mexico. two of his grandparents were immigrants to the us. john was born in altadena, ca and his wife debbie is a native of escondido, ca where both of her parents were born in the early 1900s. john and debbie have one son tyler, age 21 and a student at vanguard university of southern california. john comes from a long line of public servant family members with his great grandfather elected to compton city council and his grandfather serving two terms as trustee on the pasadena city college board. john is proud to continue the family tradition of volunteer elected public service.",119
378,BRISCOE JOHN,"john briscoe is a management expert having held seniorlevel positions at major us corporations including kraftgeneral foods inc., mars inc., the haincelestial group inc., and keeblerbakeline inc. during his tenure at these world class organizations john was able to increase revenue and profit while maintaining a nurturing and stable work environment for the employees. subsequent to his corporate roles he earned state of california license recognition as a broker and opened his business in partnership with is wife in 1991. debbie and john have served their clients faithfully since then in all matters related to real property asset management through crestwave property management.",103
379,BRISCOE JOHN,"the federal government must secure our borders assuring only persons allowed and authorized enter the us. we are a sovereign nation and a secure border is essential to maintaining our sovereignty. we must fix our us visa system to ensure accurate industry based immigration. and once our border is secured, we can discuss pathways to citizenship for those who have earned it.",62
380,BRISCOE JOHN,"the honorable john briscoe, is an elected and reelected trustee to the ocean view school district, a seat he first won in 2006. mr. briscoe is well educated with two advanced degrees. he has earned his m.b.a. from claremont graduate university, peter drucker school of business, and his m.p.a. from csulb california state university at long beach, school of public policy. he also possesses two undergraduate ba degrees in psychology and speech communication, and was awarded his certificate of honors at graduation from csulb.",84
381,BRISCOE JOHN,"i recognize the current need to protect preexisting conditions as part and parcel of all health insurance plans and should remain so. but there are other areas in which we need to get to work! we need to alleviate price controls on hospitals and doctors that do nothing, except drive prices up and open up the insurance market nationwide to increase competition and reduce pricing.",65
382,BRISCOE JOHN,"the team at briscoe for congress 2020 is committed to helping you exercise your right to vote! are you looking for your local polling place? need to register to vote? our team has compiled links to a variety of different vote centers and online places to register to vote. get involved today and vote soon, our future depends on it!",60
383,BUCHANAN VERNON,"buchanan is a senior member of the powerful house ways means committee, which has jurisdiction over tax policy, international trade, health care, welfare, and social security. buchanan is chairman of the tax policy subcommittee, a key panel that oversees the nations tax code. he also serves on the subcommittees that oversee social security and medicare.",55
384,BUCHANAN VERNON,id like to help by... publicly endorse vern making phone calls to other potential supporters writing letters to the editor in support of vern inviting my friends and family to support vern hosting an event for vern place a yard sign in my yard,44
385,BUCHANAN VERNON,"realizing the urgency of putting an end to washingtons outofcontrol spending spree, the first bill buchanan introduced in congress in 2007 was a balanced budget amendment to the constitution. the measure simply requires the federal government to live within its means just like every family in america.",47
386,BUCHANAN VERNON,alabama alaska arizona arkansas california colorado connecticut delaware district of columbia florida georgia hawaii idaho illinois indiana iowa kansas kentucky louisiana maine maryland massachusetts michigan minnesota mississippi missouri montana nebraska nevada new hampshire new jersey new mexico new york north carolina north dakota ohio oklahoma oregon pennsylvania rhode island south carolina south dakota tennessee texas utah vermont virginia washington west virginia wisconsin wyoming armed forces americas armed forces europe armed forces pacific,72
387,BUCHANAN VERNON,"u.s. rep. vern buchanan is a selfmade businessman. he knows what it means to balance a budget, meet a payroll, and to exercise fiscal discipline that keeps a business moving forward. giving small businesses the resources they need to create jobs, making sure our government spends no more than what it takes in, and keeping",55
388,BULLOCK BENJAMIN E,"the method you use to point your dns is ultimately up to you and what your dns host supports. the four dns options weve detailed here will all successfully direct traffic to wp engine. while our support team is always happy to help clarify these options at any time, be aware that our agents cannot log in to your dns host on your behalf. if youre unable to configure dns on your own, reach out to your dns host with the record type youd like to use and your wp engine dns record values.",94
389,BULLOCK BENJAMIN E,"thats it! you can track propagation of your dns changes on a site like this. be advised, the nameservers and dns settings may take some time to change over from here. this is largely dependent on your dns host itself, so if you have concerns regarding propagation, reach out to the dns provider where you purchased the domain and where you pointed the nameservers to cloudflare.",66
390,BULLOCK BENJAMIN E,"at this point a new page will load and your domain has been added to the user portal. you can exit the process now if you wish, or continue following the prompts if youre ready to finish going live with the domain.",42
391,BULLOCK BENJAMIN E,"be sure to replace yourenvironmentname above record with the specific name of the environment youd like the domain added to, or we will not be able to verify the record. for example if your environment is mycoolsite.wpengine.com the record would be wpeverificationmycoolsite.",42
392,BULLOCK BENJAMIN E,"adding a domain in the user portal should be done when you are ready to go live with your wordpress website and should be done before modifying dns records. this process is necessary to ensure that after dns is pointed, your traffic can be routed to the correct environment.",49
393,BULLOCK BENJAMIN E,"the last step to go live with your wp engine managed wordpress website is to update your dns. this will allow traffic to come from your domain to your wordpress website hosted on wp engine. this process starts at your dns manager, which is most often where you bought the domain.",51
394,BULLOCK BENJAMIN E,"if you encounter one of these errors, please remove the domain from other environments before attempting to add it to this one. you can use the search bar at the top of the user portal to search for the domain across all of your accounts.",45
395,BULLOCK BENJAMIN E,"note updating the nameservers for your domain will affect all records associated with it, including email addresses. cloudflare does its best to import existing records but be sure to work with your email host be sure youve copied over any extra dns records into cloudflare.",45
396,BULLOCK BENJAMIN E,a custom domain can only be applied to one environment at a time. the same domain cannot be added to multiple environments across any wp engine accounts. you will see either of the following errors if you try to add a domain that is already associated with another environment.,49
397,BULLOCK BENJAMIN E,"if you point the root domain to wp engine servers in a flexible and nonstatic way, then instead of an ip youll use your wp engine subdomain ex mycoolsite.wpengine.com. by doing this you wont have to make dns changes should your site migrate to another server with us because we control the address of that subdomain. the following methods are considered flexible in this way cname, aname and alias.",69
398,BULLOCK BENJAMIN E,"cloudflare is our recommendation for cname flattening, as it makes adding supplementary features through cloudflare down the road far easier. the steps below will have you first configure your cname records in cloudflare, then update your domains nameservers to point to cloudflare from your domain name registrar.",47
399,BULLOCK BENJAMIN E,"once on the domains page, scroll down. your dns values can be located within the dns details section. a record is your ip address this is used when pointing dns with an a record. cname record is your unique wp engine cname, sometimes called the temporary domain this is used when configuring dns with cname, aname, and alias records.",59
400,BULLOCK BENJAMIN E,"if it points to a cname or ip address, make sure to edit them to the correct wp engine dns record value. if you are using global edge security or advanced network, be sure to use the alternative ip addresses here.",41
401,BULLOCK BENJAMIN E,"note shared hosting plans custom domains can only be added to your production environment. custom domains cannot be added to staging, development, legacy staging or transferrable sites. dedicated hosting plans custom domains can be added to production, staging and development environments asneeded. learn more about environments.",46
402,BULLOCK BENJAMIN E,"there are several methods for pointing dns to wp engine. the preferred method is flattening dns records because we find it be the most scalable solution. cname, aname, alias and a record methods will all work to point dns to wp engine. domain masking is not supported directly on wp engine, however this configuration may still be setup from your dns host.",62
403,BULLOCK BENJAMIN E,"as a managed wordpress host, wp engine may migrate your site to another server, either by request or in an emergency. while migrations are quite rare, its important to understand how this possibility may impact your peace of mind down the road and set yourself up for success. because wp engine is not a dns host, if you site is migrated, the task of updating your dns records will fall on you or your team. there are ways to prevent the need for dns updates later on, however.",88
404,BULLOCK BENJAMIN E,"if our system detects your domain register supports domain connect, you will see the name of your registrar listed on the page after adding your domain to the user portal. domain connect will then request you log in to your registrar so we can point dns on your behalf. learn more about domain connect in the extended guide.",58
405,BULLOCK BENJAMIN E,"if the root domain is pointed with an a record, it will use a static ip address ex 123.456.78.90. think of this ip address as the street address of your server. if your website moves to a new server, information can forward for a while, but there will very likely be deliverability issues until you update your ip address again at the dns host.",64
406,BULLOCK BENJAMIN E,"your website can ultimately only resolve to only one domain in the browser, we call this the primary domain. the primary domain can impact 301302 redirects as well as the copy environment process, so its important to set this correctly when going live.",43
407,BULLOCK BENJAMIN E,"if you are working with a multisite network ,the wp engine plugin will not work in the same way for each subsite as it would for a single site. you can find the ip using the wp engine plugin in your wp admin dashboard through the network admin.",48
408,BUTTAR SHAHID,"i endorse shahids primary challenge to nancy pelosi. he is the leader that we need right now to take on the influence of money in politics, the environment, criminal justice reform, and labor rights which will not survive or tolerate any more centrist inaction.",44
409,BUTTAR SHAHID,"it was ultimately pelosis long record of enabling human rights abuses that forced me to enter politics. ive spent much of my legal career in washington, where i saw nancy pelosis work up close. while i worked both in the grassroots and in the policy sphere to defend san franciscos values in the face of her misrepresentation, she consistently advanced the interests of wall street and threeletter national security agencies.",70
410,BUTTAR SHAHID,"nancy pelosi and her deeppocketed corporate funders have led california and our country into the obscene wealth inequality that we experience today. shahid buttar is the kind of principled, corporatefree, bold progressive candidate that will help us chart out a new direction that puts people before profits!",47
411,BUTTAR SHAHID,"my work promoting san franciscos values has taken many forms. in 2003, shortly after graduating from stanford law school, i started an weekly outdoor convergence among politicized poets and musicians in the mission that has continued for 17 years. a few months earlier, i mobilized a network of stanford students to participate in a nonviolent siege of the financial district along with 20,000 other bay area residents the morning after bush invaded iraq.",73
412,BUTTAR SHAHID,"by contrast, buttar a human rights cyberlawyer turned eff community organizer has a slate of aocaligned, progressive policies that will change the lives of everyday americans for the better, and might just help maintain the habitability of the only known planet in the universe capable of sustaining human life.",49
413,BUTTAR SHAHID,"predatory, forprofit corporate healthcare was both brutal and vicious before the coronavirus pandemic. in the face of a global viral contagion, allowing cost to remain a barrier to care is senselessly idiotic. that policy choice has already driven thousands of americans to early graves.",44
414,BUTTAR SHAHID,"in between, he participated in burning man for the first time, before returning many times to perform documentary poems, rock revolutionary rhymes, and share socially conscious music for camps from pink mammoth and heart phoenix to opulent chill and transfoamation, while helping build art projects from the solarium and the heart phoenix to the sonic runway.",56
415,BUTTAR SHAHID,"we need to take a strong stand for the progressive vision that many of us feel is absolutely essential, not only for the future of our country but also for this next election. and as a consequence, i am now endorsing shahid buttar for the congressional seat in the san francisco district where nancy pelosi now serves.",57
416,BUTTAR SHAHID,"i endorsed shahid buttars primary challenge to nancy pelosi in 2018, and im proud to do so again for the 2020 primary, especially as pelosi has allowed herself to be played by trump on american concentration camps and mass ethniccleansing raids.",41
417,BUTTAR SHAHID,i am proud of the thousands of us who called for a new speaker of the house other than speaker pelosi. and this statement of hers is but one of many reasons why im endorsing and campaigning for the brilliant leader shahid buttar in a primary against her.,48
418,BUTTAR SHAHID,"in november, for the first time in her 33year congressional career, pelosi will be challenged for her san francisco seat in a general election by a fellow democrat, who calls her insufficiently progressive. if shes worried, she doesnt show it she wont even respond to his calls for a debate.",50
419,BUTTAR SHAHID,"before passing the california bar exam in 2003, shahid met three other poets at an open mic in soma hosted by the legendary diamond dave. together, they founded the outdoor poetry convergence that has graced the corner of 16th mission every thursday night for the past 15 years.",48
420,BUTTAR SHAHID,"since joining the sfbased electronic frontier foundation in 2015, shahid envisioned and launched a national grassroots network, represented the organization in the media and at public events from coasttocoast, and frequently wrote for public audiences to explain the implications of effs commitment to digital rights for policy issues from mass surveillance and encryption to net neutrality and restrictions on police.",60
421,BUTTAR SHAHID,"san francisco needs new bold and courageous leaders in congress who will unapologetically stand up for immigrants, women, working families, and my teen daughters generation who will bear the brunt of climate change. i support shahid and his campaigns ontheground organizing in our communities and his clarity in challenging the corporate elites that threaten our civil liberties, labor rights and economic opportunities, and peace and justice in the world.",69
